row_id,cluster,cluster_label
251,2,"Loyal, High-Spend - Low Risk"
252,0,"New, High-Spend - Highest Risk"
253,2,"Loyal, High-Spend - Low Risk"
254,0,"New, High-Spend - Highest Risk"
255,2,"Loyal, High-Spend - Low Risk"
256,0,"New, High-Spend - Highest Risk"
257,3,"Loyal, Low-Spend - Lowest Risk"
258,3,"Loyal, Low-Spend - Lowest Risk"
259,2,"Loyal, High-Spend - Low Risk"
260,2,"Loyal, High-Spend - Low Risk"
261,1,"New, Low-Spend - Elevated Risk"
262,1,"New, Low-Spend - Elevated Risk"
263,2,"Loyal, High-Spend - Low Risk"
264,0,"New, High-Spend - Highest Risk"
265,2,"Loyal, High-Spend - Low Risk"
266,1,"New, Low-Spend - Elevated Risk"
267,1,"New, Low-Spend - Elevated Risk"
268,2,"Loyal, High-Spend - Low Risk"
269,1,"New, Low-Spend - Elevated Risk"
270,3,"Loyal, Low-Spend - Lowest Risk"
271,1,"New, Low-Spend - Elevated Risk"
272,0,"New, High-Spend - Highest Risk"
273,1,"New, Low-Spend - Elevated Risk"
274,3,"Loyal, Low-Spend - Lowest Risk"
275,0,"New, High-Spend - Highest Risk"
276,1,"New, Low-Spend - Elevated Risk"
277,0,"New, High-Spend - Highest Risk"
278,3,"Loyal, Low-Spend - Lowest Risk"
279,1,"New, Low-Spend - Elevated Risk"
280,2,"Loyal, High-Spend - Low Risk"
281,3,"Loyal, Low-Spend - Lowest Risk"
282,2,"Loyal, High-Spend - Low Risk"
283,3,"Loyal, Low-Spend - Lowest Risk"
284,2,"Loyal, High-Spend - Low Risk"
285,0,"New, High-Spend - Highest Risk"
286,0,"New, High-Spend - Highest Risk"
287,0,"New, High-Spend - Highest Risk"
288,0,"New, High-Spend - Highest Risk"
289,2,"Loyal, High-Spend - Low Risk"
290,3,"Loyal, Low-Spend - Lowest Risk"
291,3,"Loyal, Low-Spend - Lowest Risk"
292,2,"Loyal, High-Spend - Low Risk"
293,1,"New, Low-Spend - Elevated Risk"
294,2,"Loyal, High-Spend - Low Risk"
295,2,"Loyal, High-Spend - Low Risk"
296,1,"New, Low-Spend - Elevated Risk"
297,2,"Loyal, High-Spend - Low Risk"
298,0,"New, High-Spend - Highest Risk"
299,2,"Loyal, High-Spend - Low Risk"
300,2,"Loyal, High-Spend - Low Risk"
301,1,"New, Low-Spend - Elevated Risk"
302,2,"Loyal, High-Spend - Low Risk"
303,0,"New, High-Spend - Highest Risk"
304,0,"New, High-Spend - Highest Risk"
305,3,"Loyal, Low-Spend - Lowest Risk"
306,3,"Loyal, Low-Spend - Lowest Risk"
307,2,"Loyal, High-Spend - Low Risk"
308,0,"New, High-Spend - Highest Risk"
309,0,"New, High-Spend - Highest Risk"
310,1,"New, Low-Spend - Elevated Risk"
311,3,"Loyal, Low-Spend - Lowest Risk"
312,3,"Loyal, Low-Spend - Lowest Risk"
313,3,"Loyal, Low-Spend - Lowest Risk"
314,1,"New, Low-Spend - Elevated Risk"
315,0,"New, High-Spend - Highest Risk"
316,3,"Loyal, Low-Spend - Lowest Risk"
317,1,"New, Low-Spend - Elevated Risk"
318,2,"Loyal, High-Spend - Low Risk"
319,3,"Loyal, Low-Spend - Lowest Risk"
320,0,"New, High-Spend - Highest Risk"
321,3,"Loyal, Low-Spend - Lowest Risk"
322,2,"Loyal, High-Spend - Low Risk"
323,0,"New, High-Spend - Highest Risk"
324,0,"New, High-Spend - Highest Risk"
325,2,"Loyal, High-Spend - Low Risk"
326,3,"Loyal, Low-Spend - Lowest Risk"
327,2,"Loyal, High-Spend - Low Risk"
328,0,"New, High-Spend - Highest Risk"
329,3,"Loyal, Low-Spend - Lowest Risk"
330,2,"Loyal, High-Spend - Low Risk"
331,1,"New, Low-Spend - Elevated Risk"
332,1,"New, Low-Spend - Elevated Risk"
333,0,"New, High-Spend - Highest Risk"
334,3,"Loyal, Low-Spend - Lowest Risk"
335,3,"Loyal, Low-Spend - Lowest Risk"
336,2,"Loyal, High-Spend - Low Risk"
337,1,"New, Low-Spend - Elevated Risk"
338,0,"New, High-Spend - Highest Risk"
339,2,"Loyal, High-Spend - Low Risk"
340,0,"New, High-Spend - Highest Risk"
341,2,"Loyal, High-Spend - Low Risk"
342,1,"New, Low-Spend - Elevated Risk"
343,2,"Loyal, High-Spend - Low Risk"
344,0,"New, High-Spend - Highest Risk"
345,2,"Loyal, High-Spend - Low Risk"
346,1,"New, Low-Spend - Elevated Risk"
347,2,"Loyal, High-Spend - Low Risk"
348,2,"Loyal, High-Spend - Low Risk"
349,2,"Loyal, High-Spend - Low Risk"
350,0,"New, High-Spend - Highest Risk"
351,0,"New, High-Spend - Highest Risk"
352,1,"New, Low-Spend - Elevated Risk"
353,1,"New, Low-Spend - Elevated Risk"
354,3,"Loyal, Low-Spend - Lowest Risk"
355,2,"Loyal, High-Spend - Low Risk"
356,2,"Loyal, High-Spend - Low Risk"
357,2,"Loyal, High-Spend - Low Risk"
358,2,"Loyal, High-Spend - Low Risk"
359,0,"New, High-Spend - Highest Risk"
360,1,"New, Low-Spend - Elevated Risk"
361,2,"Loyal, High-Spend - Low Risk"
362,3,"Loyal, Low-Spend - Lowest Risk"
363,0,"New, High-Spend - Highest Risk"
364,1,"New, Low-Spend - Elevated Risk"
365,0,"New, High-Spend - Highest Risk"
366,2,"Loyal, High-Spend - Low Risk"
367,1,"New, Low-Spend - Elevated Risk"
368,1,"New, Low-Spend - Elevated Risk"
369,0,"New, High-Spend - Highest Risk"
370,1,"New, Low-Spend - Elevated Risk"
371,2,"Loyal, High-Spend - Low Risk"
372,0,"New, High-Spend - Highest Risk"
373,0,"New, High-Spend - Highest Risk"
374,0,"New, High-Spend - Highest Risk"
375,0,"New, High-Spend - Highest Risk"
376,0,"New, High-Spend - Highest Risk"
377,2,"Loyal, High-Spend - Low Risk"
378,0,"New, High-Spend - Highest Risk"
379,0,"New, High-Spend - Highest Risk"
380,0,"New, High-Spend - Highest Risk"
381,2,"Loyal, High-Spend - Low Risk"
382,3,"Loyal, Low-Spend - Lowest Risk"
383,2,"Loyal, High-Spend - Low Risk"
384,3,"Loyal, Low-Spend - Lowest Risk"
385,1,"New, Low-Spend - Elevated Risk"
386,0,"New, High-Spend - Highest Risk"
387,2,"Loyal, High-Spend - Low Risk"
388,0,"New, High-Spend - Highest Risk"
389,0,"New, High-Spend - Highest Risk"
390,3,"Loyal, Low-Spend - Lowest Risk"
391,3,"Loyal, Low-Spend - Lowest Risk"
392,0,"New, High-Spend - Highest Risk"
393,0,"New, High-Spend - Highest Risk"
394,0,"New, High-Spend - Highest Risk"
395,0,"New, High-Spend - Highest Risk"
396,0,"New, High-Spend - Highest Risk"
397,0,"New, High-Spend - Highest Risk"
398,1,"New, Low-Spend - Elevated Risk"
399,0,"New, High-Spend - Highest Risk"
400,1,"New, Low-Spend - Elevated Risk"
401,1,"New, Low-Spend - Elevated Risk"
402,1,"New, Low-Spend - Elevated Risk"
403,1,"New, Low-Spend - Elevated Risk"
404,0,"New, High-Spend - Highest Risk"
405,1,"New, Low-Spend - Elevated Risk"
406,3,"Loyal, Low-Spend - Lowest Risk"
407,1,"New, Low-Spend - Elevated Risk"
408,0,"New, High-Spend - Highest Risk"
409,0,"New, High-Spend - Highest Risk"
410,1,"New, Low-Spend - Elevated Risk"
411,0,"New, High-Spend - Highest Risk"
412,0,"New, High-Spend - Highest Risk"
413,1,"New, Low-Spend - Elevated Risk"
414,2,"Loyal, High-Spend - Low Risk"
415,1,"New, Low-Spend - Elevated Risk"
416,0,"New, High-Spend - Highest Risk"
417,0,"New, High-Spend - Highest Risk"
418,0,"New, High-Spend - Highest Risk"
419,0,"New, High-Spend - Highest Risk"
420,2,"Loyal, High-Spend - Low Risk"
421,0,"New, High-Spend - Highest Risk"
422,3,"Loyal, Low-Spend - Lowest Risk"
423,1,"New, Low-Spend - Elevated Risk"
424,1,"New, Low-Spend - Elevated Risk"
425,0,"New, High-Spend - Highest Risk"
426,1,"New, Low-Spend - Elevated Risk"
427,1,"New, Low-Spend - Elevated Risk"
428,0,"New, High-Spend - Highest Risk"
429,0,"New, High-Spend - Highest Risk"
430,2,"Loyal, High-Spend - Low Risk"
431,1,"New, Low-Spend - Elevated Risk"
432,2,"Loyal, High-Spend - Low Risk"
433,3,"Loyal, Low-Spend - Lowest Risk"
434,2,"Loyal, High-Spend - Low Risk"
435,0,"New, High-Spend - Highest Risk"
436,2,"Loyal, High-Spend - Low Risk"
437,2,"Loyal, High-Spend - Low Risk"
438,0,"New, High-Spend - Highest Risk"
439,3,"Loyal, Low-Spend - Lowest Risk"
440,2,"Loyal, High-Spend - Low Risk"
441,0,"New, High-Spend - Highest Risk"
442,0,"New, High-Spend - Highest Risk"
443,2,"Loyal, High-Spend - Low Risk"
444,1,"New, Low-Spend - Elevated Risk"
445,0,"New, High-Spend - Highest Risk"
446,2,"Loyal, High-Spend - Low Risk"
447,1,"New, Low-Spend - Elevated Risk"
448,2,"Loyal, High-Spend - Low Risk"
449,0,"New, High-Spend - Highest Risk"
450,1,"New, Low-Spend - Elevated Risk"
451,1,"New, Low-Spend - Elevated Risk"
452,2,"Loyal, High-Spend - Low Risk"
453,0,"New, High-Spend - Highest Risk"
454,0,"New, High-Spend - Highest Risk"
455,2,"Loyal, High-Spend - Low Risk"
456,0,"New, High-Spend - Highest Risk"
457,3,"Loyal, Low-Spend - Lowest Risk"
458,0,"New, High-Spend - Highest Risk"
459,0,"New, High-Spend - Highest Risk"
460,1,"New, Low-Spend - Elevated Risk"
461,0,"New, High-Spend - Highest Risk"
462,2,"Loyal, High-Spend - Low Risk"
463,1,"New, Low-Spend - Elevated Risk"
464,3,"Loyal, Low-Spend - Lowest Risk"
465,0,"New, High-Spend - Highest Risk"
466,2,"Loyal, High-Spend - Low Risk"
467,0,"New, High-Spend - Highest Risk"
468,1,"New, Low-Spend - Elevated Risk"
469,0,"New, High-Spend - Highest Risk"
470,0,"New, High-Spend - Highest Risk"
471,1,"New, Low-Spend - Elevated Risk"
472,1,"New, Low-Spend - Elevated Risk"
473,3,"Loyal, Low-Spend - Lowest Risk"
474,1,"New, Low-Spend - Elevated Risk"
475,2,"Loyal, High-Spend - Low Risk"
476,1,"New, Low-Spend - Elevated Risk"
477,0,"New, High-Spend - Highest Risk"
478,2,"Loyal, High-Spend - Low Risk"
479,0,"New, High-Spend - Highest Risk"
480,0,"New, High-Spend - Highest Risk"
481,1,"New, Low-Spend - Elevated Risk"
482,2,"Loyal, High-Spend - Low Risk"
483,0,"New, High-Spend - Highest Risk"
484,0,"New, High-Spend - Highest Risk"
485,2,"Loyal, High-Spend - Low Risk"
486,3,"Loyal, Low-Spend - Lowest Risk"
487,3,"Loyal, Low-Spend - Lowest Risk"
488,2,"Loyal, High-Spend - Low Risk"
489,1,"New, Low-Spend - Elevated Risk"
490,1,"New, Low-Spend - Elevated Risk"
491,1,"New, Low-Spend - Elevated Risk"
492,3,"Loyal, Low-Spend - Lowest Risk"
493,1,"New, Low-Spend - Elevated Risk"
494,2,"Loyal, High-Spend - Low Risk"
495,2,"Loyal, High-Spend - Low Risk"
496,0,"New, High-Spend - Highest Risk"
497,0,"New, High-Spend - Highest Risk"
498,0,"New, High-Spend - Highest Risk"
499,2,"Loyal, High-Spend - Low Risk"
500,2,"Loyal, High-Spend - Low Risk"
501,2,"Loyal, High-Spend - Low Risk"
502,1,"New, Low-Spend - Elevated Risk"
503,3,"Loyal, Low-Spend - Lowest Risk"
504,0,"New, High-Spend - Highest Risk"
505,1,"New, Low-Spend - Elevated Risk"
506,1,"New, Low-Spend - Elevated Risk"
507,2,"Loyal, High-Spend - Low Risk"
508,1,"New, Low-Spend - Elevated Risk"
509,0,"New, High-Spend - Highest Risk"
510,3,"Loyal, Low-Spend - Lowest Risk"
511,3,"Loyal, Low-Spend - Lowest Risk"
512,0,"New, High-Spend - Highest Risk"
513,0,"New, High-Spend - Highest Risk"
514,3,"Loyal, Low-Spend - Lowest Risk"
515,0,"New, High-Spend - Highest Risk"
516,3,"Loyal, Low-Spend - Lowest Risk"
517,2,"Loyal, High-Spend - Low Risk"
518,1,"New, Low-Spend - Elevated Risk"
519,0,"New, High-Spend - Highest Risk"
520,0,"New, High-Spend - Highest Risk"
521,1,"New, Low-Spend - Elevated Risk"
522,0,"New, High-Spend - Highest Risk"
523,3,"Loyal, Low-Spend - Lowest Risk"
524,3,"Loyal, Low-Spend - Lowest Risk"
525,2,"Loyal, High-Spend - Low Risk"
526,1,"New, Low-Spend - Elevated Risk"
527,2,"Loyal, High-Spend - Low Risk"
528,3,"Loyal, Low-Spend - Lowest Risk"
529,2,"Loyal, High-Spend - Low Risk"
530,0,"New, High-Spend - Highest Risk"
531,2,"Loyal, High-Spend - Low Risk"
532,0,"New, High-Spend - Highest Risk"
533,0,"New, High-Spend - Highest Risk"
534,3,"Loyal, Low-Spend - Lowest Risk"
535,0,"New, High-Spend - Highest Risk"
536,0,"New, High-Spend - Highest Risk"
537,3,"Loyal, Low-Spend - Lowest Risk"
538,3,"Loyal, Low-Spend - Lowest Risk"
539,1,"New, Low-Spend - Elevated Risk"
540,0,"New, High-Spend - Highest Risk"
541,3,"Loyal, Low-Spend - Lowest Risk"
542,3,"Loyal, Low-Spend - Lowest Risk"
543,2,"Loyal, High-Spend - Low Risk"
544,2,"Loyal, High-Spend - Low Risk"
545,0,"New, High-Spend - Highest Risk"
546,3,"Loyal, Low-Spend - Lowest Risk"
547,1,"New, Low-Spend - Elevated Risk"
548,1,"New, Low-Spend - Elevated Risk"
549,0,"New, High-Spend - Highest Risk"
550,2,"Loyal, High-Spend - Low Risk"
551,0,"New, High-Spend - Highest Risk"
552,1,"New, Low-Spend - Elevated Risk"
553,0,"New, High-Spend - Highest Risk"
554,2,"Loyal, High-Spend - Low Risk"
555,0,"New, High-Spend - Highest Risk"
556,3,"Loyal, Low-Spend - Lowest Risk"
557,3,"Loyal, Low-Spend - Lowest Risk"
558,0,"New, High-Spend - Highest Risk"
559,2,"Loyal, High-Spend - Low Risk"
560,2,"Loyal, High-Spend - Low Risk"
561,2,"Loyal, High-Spend - Low Risk"
562,3,"Loyal, Low-Spend - Lowest Risk"
563,3,"Loyal, Low-Spend - Lowest Risk"
564,0,"New, High-Spend - Highest Risk"
565,3,"Loyal, Low-Spend - Lowest Risk"
566,3,"Loyal, Low-Spend - Lowest Risk"
567,2,"Loyal, High-Spend - Low Risk"
568,0,"New, High-Spend - Highest Risk"
569,1,"New, Low-Spend - Elevated Risk"
570,3,"Loyal, Low-Spend - Lowest Risk"
571,0,"New, High-Spend - Highest Risk"
572,2,"Loyal, High-Spend - Low Risk"
573,2,"Loyal, High-Spend - Low Risk"
574,2,"Loyal, High-Spend - Low Risk"
575,0,"New, High-Spend - Highest Risk"
576,2,"Loyal, High-Spend - Low Risk"
577,1,"New, Low-Spend - Elevated Risk"
578,2,"Loyal, High-Spend - Low Risk"
579,1,"New, Low-Spend - Elevated Risk"
580,1,"New, Low-Spend - Elevated Risk"
581,0,"New, High-Spend - Highest Risk"
582,2,"Loyal, High-Spend - Low Risk"
583,0,"New, High-Spend - Highest Risk"
584,3,"Loyal, Low-Spend - Lowest Risk"
585,0,"New, High-Spend - Highest Risk"
586,2,"Loyal, High-Spend - Low Risk"
587,1,"New, Low-Spend - Elevated Risk"
588,0,"New, High-Spend - Highest Risk"
589,0,"New, High-Spend - Highest Risk"
590,0,"New, High-Spend - Highest Risk"
591,3,"Loyal, Low-Spend - Lowest Risk"
592,0,"New, High-Spend - Highest Risk"
593,0,"New, High-Spend - Highest Risk"
594,0,"New, High-Spend - Highest Risk"
595,3,"Loyal, Low-Spend - Lowest Risk"
596,3,"Loyal, Low-Spend - Lowest Risk"
597,0,"New, High-Spend - Highest Risk"
598,1,"New, Low-Spend - Elevated Risk"
599,2,"Loyal, High-Spend - Low Risk"
600,0,"New, High-Spend - Highest Risk"
601,0,"New, High-Spend - Highest Risk"
602,2,"Loyal, High-Spend - Low Risk"
603,2,"Loyal, High-Spend - Low Risk"
604,1,"New, Low-Spend - Elevated Risk"
605,2,"Loyal, High-Spend - Low Risk"
606,3,"Loyal, Low-Spend - Lowest Risk"
607,1,"New, Low-Spend - Elevated Risk"
608,0,"New, High-Spend - Highest Risk"
609,0,"New, High-Spend - Highest Risk"
610,0,"New, High-Spend - Highest Risk"
