row_id,gender,SeniorCitizen,Dependents,tenure,PhoneService,MultipleLines,InternetService,MonthlyCharges,Churn,Contract_Month-to-month,Contract_One year,Contract_Two year
407,0,0,0,1,1,0,1,20,0,1,0,0
408,0,0,0,5,1,0,0,80,1,1,0,0
409,0,0,0,1,1,0,0,71,1,1,0,0
410,1,0,1,13,1,1,1,20,0,1,0,0
411,0,0,0,35,1,1,0,80,0,0,1,0
412,1,0,1,4,1,1,1,70,0,1,0,0
413,1,0,0,9,0,1,1,25,0,1,0,0
414,0,1,0,45,1,0,1,86,0,1,0,0
415,0,0,0,21,0,0,1,28,0,1,0,0
416,0,0,0,26,1,1,1,89,1,0,0,1
417,0,0,0,1,1,1,0,85,1,0,0,1
418,0,1,0,2,1,0,1,89,1,1,0,0
419,0,0,0,11,1,0,1,70,0,1,0,0
420,0,0,0,59,1,1,0,109,0,1,0,0
421,0,0,0,31,1,0,1,84,0,1,0,0
422,0,0,1,54,1,1,1,25,0,0,1,0
423,0,0,1,16,1,1,0,19,0,0,1,0
424,1,1,0,9,1,0,0,55,1,1,0,0
425,0,0,0,21,1,1,0,97,1,1,0,0
426,1,0,0,1,1,1,1,21,0,0,1,0
427,0,0,0,23,1,1,1,54,0,1,0,0
428,1,1,0,7,1,1,1,74,1,1,0,0
429,1,0,0,21,1,1,0,104,0,0,1,0
430,0,0,0,65,1,0,0,108,0,1,0,0
431,1,0,0,4,0,0,0,45,1,0,0,1
432,1,0,1,72,1,0,0,112,0,1,0,0
433,1,1,0,68,0,0,0,42,0,1,0,0
434,0,0,1,67,1,0,0,85,0,0,0,1
435,1,0,0,1,1,0,0,79,1,1,0,0
436,0,0,0,69,1,0,0,96,0,0,1,0
437,1,0,0,60,1,1,1,90,0,0,0,1
438,1,0,0,3,1,1,1,88,1,1,0,0
439,1,0,1,63,0,0,0,59,0,1,0,0
440,1,0,1,71,1,1,1,91,0,1,0,0
441,0,0,0,35,1,1,1,86,1,1,0,0
442,0,0,0,34,1,1,1,70,1,0,1,0
443,1,0,1,53,1,1,0,70,0,1,0,0
444,1,0,0,17,0,0,1,34,0,1,0,0
445,0,0,1,1,1,1,1,60,1,1,0,0
446,1,0,0,56,1,0,1,81,0,1,0,0
447,1,0,1,7,1,1,0,50,1,0,0,1
448,1,0,0,67,1,0,1,111,0,1,0,0
449,1,0,0,11,1,0,1,61,0,0,0,1
450,1,0,1,1,1,1,0,20,0,0,1,0
451,1,0,0,2,1,0,0,25,0,1,0,0
452,0,0,0,69,1,0,0,105,0,1,0,0
453,1,0,0,1,1,0,1,80,1,1,0,0
454,0,0,0,21,1,1,0,90,0,0,0,1
455,1,1,0,72,1,1,1,97,0,1,0,0
456,0,1,0,2,1,0,1,84,0,0,1,0
457,1,0,0,57,1,0,0,21,0,0,0,1
458,1,0,0,1,1,0,0,90,1,1,0,0
459,1,0,0,4,1,1,1,81,1,1,0,0
460,0,0,0,2,1,0,0,19,0,1,0,0
461,0,0,0,9,1,0,0,77,0,1,0,0
462,0,0,0,71,1,1,1,111,0,1,0,0
463,0,0,1,13,1,1,1,19,0,1,0,0
464,1,0,1,50,1,1,1,45,0,0,0,1
465,1,1,0,10,1,0,0,90,1,0,0,1
466,1,1,0,64,1,1,1,94,0,0,0,1
467,0,0,1,1,1,1,1,70,1,0,1,0
468,1,0,0,2,0,0,0,25,0,0,0,1
469,0,0,0,30,1,0,0,110,0,1,0,0
470,1,0,0,7,1,0,0,90,1,0,1,0
471,1,0,0,26,1,0,0,19,0,1,0,0
472,1,0,0,20,1,0,0,50,0,1,0,0
473,0,0,0,72,1,0,0,26,0,1,0,0
474,0,0,1,13,1,0,1,56,1,1,0,0
475,1,0,0,70,1,1,1,85,0,1,0,0
476,1,0,0,3,0,0,0,30,0,1,0,0
477,1,0,0,2,1,0,0,76,1,1,0,0
478,0,1,0,72,1,0,1,116,0,1,0,0
479,1,1,0,33,1,0,1,84,1,1,0,0
480,1,1,0,15,1,0,0,74,1,0,0,1
481,1,0,0,1,0,0,0,29,0,1,0,0
482,1,1,0,55,1,0,1,99,1,1,0,0
483,1,0,1,5,1,1,1,64,0,0,1,0
484,1,0,0,3,1,0,1,80,1,1,0,0
485,0,0,0,65,1,1,1,90,0,0,0,1
486,1,0,1,39,1,1,1,60,0,1,0,0
487,1,0,0,70,1,1,0,25,0,0,0,1
488,1,0,0,34,1,0,0,116,0,0,0,1
489,1,0,0,30,1,1,1,50,0,1,0,0
490,0,0,0,12,0,1,1,50,0,0,0,1
491,1,0,1,9,1,0,0,20,0,1,0,0
492,0,0,0,49,0,0,1,56,0,1,0,0
493,0,0,0,7,1,1,0,44,0,0,1,0
494,0,1,0,38,1,0,0,83,0,1,0,0
495,1,0,0,63,1,0,0,109,0,0,1,0
496,1,1,0,1,1,0,0,72,1,1,0,0
497,1,0,0,30,1,0,0,90,0,0,0,1
498,0,0,0,23,1,0,0,74,0,1,0,0
499,0,0,0,57,1,1,1,70,0,1,0,0
500,0,1,0,70,1,1,1,76,0,0,1,0
501,1,0,1,71,1,1,1,107,0,0,0,1
502,1,0,1,20,1,1,0,50,0,0,1,0
503,0,0,1,72,1,0,1,25,0,1,0,0
504,1,0,0,22,1,1,0,70,0,0,0,1
505,1,0,0,15,1,1,1,26,0,1,0,0
506,0,0,0,9,0,1,1,49,1,1,0,0
507,0,0,0,38,1,0,1,105,1,1,0,0
508,1,1,0,7,0,1,1,30,0,1,0,0
509,0,0,0,26,1,0,0,73,0,1,0,0
510,0,0,0,56,1,0,1,60,0,0,1,0
511,0,0,0,49,1,1,1,20,0,1,0,0
512,0,0,0,3,1,1,1,70,0,1,0,0
513,1,1,0,1,1,1,1,74,1,1,0,0
514,0,1,0,70,1,1,1,20,0,1,0,0
515,0,0,0,23,1,1,1,56,0,1,0,0
516,0,0,0,65,1,0,0,60,0,0,1,0
517,1,1,0,69,1,0,1,108,1,1,0,0
518,0,0,0,1,1,0,1,55,1,1,0,0
519,1,0,0,24,1,0,0,90,1,1,0,0
520,0,0,0,25,1,1,1,95,0,0,1,0
521,0,0,0,17,1,1,0,20,0,1,0,0
522,1,0,0,32,1,1,1,70,0,1,0,0
523,1,0,1,68,1,1,1,20,0,1,0,0
524,0,0,1,70,1,1,1,20,0,1,0,0
525,1,0,1,54,1,0,1,105,0,0,1,0
526,0,0,0,15,1,1,1,19,1,0,0,1
527,1,0,1,71,1,1,1,67,0,0,1,0
528,1,0,0,70,1,0,0,20,0,0,0,1
529,0,1,0,53,1,1,1,96,0,0,0,1
530,0,0,0,2,1,0,0,80,0,0,0,1
531,0,1,0,59,1,0,0,79,0,0,0,1
